,Address,City,ZipCode,State,Bedrooms,Price,Listing-Company,HOA,Zestimate,Link,Living-Area,Total-Bathrooms,Garage-Spaces,Home-Type,Year-Built,Utilities,Sunscore,Annual-Tax,Tax-Value
2593,"4421 Comanche Way, Pleasanton, CA 94588",Pleasanton,94588,CA,3,695000,RE/MAX,292.0,708970,https://www.zillow.com/homedetails/4421-Comanche-Way-Pleasanton-CA-94588/25077778_zpid/,1130.0,2, 2, Townhouse,1971,Unknown,94.57,2242.0,191771.0
2594,"3417 Smoketree Commons Dr, Pleasanton, CA 94566",Pleasanton,94566,CA,2,547500,REDFIN,420.0,547504,https://www.zillow.com/homedetails/3417-Smoketree-Commons-Dr-Pleasanton-CA-94566/25084836_zpid/,856.0,2, 1, Condo,1988,Unknown,87.41,4479.0,384614.0
2595,"340 Mullin Ct, Pleasanton, CA 94566",Pleasanton,94566,CA,5,2079000,VENTURE SOTHEBY'S INTERNATIONAL REALTY,110.0,1959216,https://www.zillow.com/homedetails/340-Mullin-Ct-Pleasanton-CA-94566/64963150_zpid/,3657.0,5, 0, Single Family,2002,Unknown,79.57,21786.0,1867620.0
2596,"1554 Lexington Ln, Pleasanton, CA 94566",Pleasanton,94566,CA,4,1400000,COMPASS,271.0,1385998,https://www.zillow.com/homedetails/1554-Lexington-Ln-Pleasanton-CA-94566/124734424_zpid/,2844.0,4, 2, Single Family,2015,Unknown,90.77,14924.0,1272304.0
2603,"3849 Brockton Dr, Pleasanton, CA 94588",Pleasanton,94588,CA,2,549950,COMPASS,225.0,555086,https://www.zillow.com/homedetails/3849-Brockton-Dr-Pleasanton-CA-94588/25075061_zpid/,897.0,1, 2, Townhouse,1977,Unknown,84.97,6286.0,538560.0
2604,"7855 Canyon Meadow Cir APT C, Pleasanton, CA 94588",Pleasanton,94588,CA,1,480000,POWERHOUSE REALTY,423.0,480000,https://www.zillow.com/homedetails/7855-Canyon-Meadow-Cir-APT-C-Pleasanton-CA-94588/25068983_zpid/,790.0,1, 2, Townhouse,1991, All Public,87.41,2307.0,191121.0
2605,"3263 Vineyard Ave SPACE 9, Pleasanton, CA 94566",Pleasanton,94566,CA,3,305000,RE/MAX,12.0,319102,https://www.zillow.com/homedetails/3263-Vineyard-Ave-SPACE-9-Pleasanton-CA-94566/153076200_zpid/,1586.0,2, 2, Mobile / Manufactured,2006,Unknown,85.17,744.0,65495.0
2614,"2977 Miraloma Way, Union City, CA 94587",Union City,94587,CA,4,1214790,COLDWELL BANKER,185.0,1214790,https://www.zillow.com/homedetails/2977-Miraloma-Way-Union-City-CA-94587/24991401_zpid/,2357.0,3, 0, Single Family,1993,Unknown,82.66,12145.0,860761.0
2616,"1606 Hidden Creek Ln, Milpitas, CA 95035",Milpitas,95035,CA,4,1238000,FIRST CHOICE BROKERS,257.0,1227521,https://www.zillow.com/homedetails/1606-Hidden-Creek-Ln-Milpitas-CA-95035/243211060_zpid/,2413.0,4, 2, Single Family,2017,Unknown,87.41,14019.0,1127342.0
2619,"700 S Abel St UNIT 409, Milpitas, CA 95035",Milpitas,95035,CA,2,759000,INTERO REAL ESTATE SERVICES,450.0,770095,https://www.zillow.com/homedetails/700-S-Abel-St-UNIT-409-Milpitas-CA-95035/82952140_zpid/,1108.0,2, 0, Condo,2007," Available - Not On Site, Other",95.08,5808.0,438664.0
2620,"1463 Nightshade UNIT 40, Milpitas, CA 95035",Milpitas,95035,CA,1,769888,TOLL BROTHERS,531.0,787084,https://www.zillow.com/homedetails/1463-Nightshade-UNIT-40-Milpitas-CA-95035/300482258_zpid/,1220.0,2, 1, Condo,2018, Public Utilities,87.41,2000.0,149218.0
2621,"139 Ayer Ln, Milpitas, CA 95035",Milpitas,95035,CA,4,1099999,TOLL BROTHERS,75.0,1134805,https://www.zillow.com/homedetails/139-Ayer-Ln-Milpitas-CA-95035/19477498_zpid/,2025.0,3, 2, Single Family,1997, Public Utilities,94.38,7085.0,575495.0
2623,"1101 S Main St APT 304, Milpitas, CA 95035",Milpitas,95035,CA,2,748000,REALTY,43.0,748294,https://www.zillow.com/homedetails/1101-S-Main-St-APT-304-Milpitas-CA-95035/82962599_zpid/,1013.0,2, 0, Condo,2007, Public Utilities,90.28,5333.0,391646.0
2633,"878 Garden St, Milpitas, CA 95035",Milpitas,95035,CA,2,779000,KELLER WILLIAMS,315.0,785050,https://www.zillow.com/homedetails/878-Garden-St-Milpitas-CA-95035/251006533_zpid/,1103.0,3, 1, Condo,2018,Unknown,87.41,9007.0,689497.0
2634,"1487 Cherry Cir, Milpitas, CA 95035",Milpitas,95035,CA,2,774888,"ALLIANCE MANUFACTURED HOMES, INC.",360.0,796138,https://www.zillow.com/homedetails/1487-Cherry-Cir-Milpitas-CA-95035/251006717_zpid/,1103.0,2, 1, Condo,2018,Unknown,87.41,5734.0,406703.0
2649,"149 California Ave A306, Palo Alto, CA 94306",Palo Alto,94306,CA,2,1398888,COLDWELL BANKER,46.0,1411458,https://www.zillow.com/homedetails/149-California-Ave-A306-Palo-Alto-CA-94306/19497869_zpid/,1247.0,2, 1, Condo,1982, Public Utilities,87.41,15396.0,1220388.0
2651,"2460 W Bayshore Rd APT 9, Palo Alto, CA 94303",Palo Alto,94303,CA,2,788000,DELEON REALTY,589.0,782963,https://www.zillow.com/homedetails/2460-W-Bayshore-Rd-APT-9-Palo-Alto-CA-94303/19500171_zpid/,906.0,1, 1, Condo,1972," Individual Electric Meters, Public Utilities, Individual Gas Meters",94.77,9392.0,721848.0
2656,"642 Middlefield Rd, Palo Alto, CA 94301",Palo Alto,94301,CA,4,3395000,COMPASS,208.0,3395024,https://www.zillow.com/homedetails/642-Middlefield-Rd-Palo-Alto-CA-94301/243211452_zpid/,2212.0,3, 0, Single Family,2016, Public Utilities,89.17,28821.0,2347446.0
2658,"1982 W Bayshore Rd APT 237, East Palo Alto, CA 94303",East Palo Alto,94303,CA,2,798000,INTERO REAL ESTATE SERVICES,415.0,792873,https://www.zillow.com/homedetails/1982-W-Bayshore-Rd-APT-237-East-Palo-Alto-CA-94303/79845583_zpid/,1197.0,2, 0, Condo,2002, Public Utilities,86.77,7948.0,643751.0
2659,"555 Byron St APT 204, Palo Alto, CA 94301",Palo Alto,94301,CA,3,1350000,COMPASS,4980.0,1351042,https://www.zillow.com/homedetails/555-Byron-St-APT-204-Palo-Alto-CA-94301/19494616_zpid/,1589.0,2, 4, Condo,1997, Public Utilities,86.77,13226.0,1037666.0
2668,"437 Homer Ave, Palo Alto, CA 94301",Palo Alto,94301,CA,2,1318000,COMPASS,371.0,1319653,https://www.zillow.com/homedetails/437-Homer-Ave-Palo-Alto-CA-94301/19495223_zpid/,820.0,1, 2, Condo,1981, Public Utilities,90.77,8515.0,647998.0
2669,"1070 Colorado Pl, Palo Alto, CA 94303",Palo Alto,94303,CA,2,1425000,COLDWELL BANKER,265.0,1424327,https://www.zillow.com/homedetails/1070-Colorado-Pl-Palo-Alto-CA-94303/19501300_zpid/,1572.0,3, 2, Townhouse,1981, Public Utilities,88.37,11244.0,870750.0
2673,"4238 Rickeys Way UNIT D, Palo Alto, CA 94306",Palo Alto,94306,CA,3,1848000,YARKIN REALTY,300.0,1848243,https://www.zillow.com/homedetails/4238-Rickeys-Way-UNIT-D-Palo-Alto-CA-94306/82948027_zpid/,1913.0,3, 2, Townhouse,2007, Public Utilities,91.57,12716.0,1001703.0
2674,"101 Alma St APT 607, Palo Alto, CA 94301",Palo Alto,94301,CA,2,1299000,COMPASS,1164.0,1336826,https://www.zillow.com/homedetails/101-Alma-St-APT-607-Palo-Alto-CA-94301/19495766_zpid/,1503.0,2, 0, Condo,1960, Public Utilities,94.77,9889.0,756650.0
2675,"670 San Antonio Rd APT 6, Palo Alto, CA 94306",Palo Alto,94306,CA,3,1648000,KELLER WILLIAMS,460.0,1532167,https://www.zillow.com/homedetails/670-San-Antonio-Rd-APT-6-Palo-Alto-CA-94306/19510191_zpid/,1380.0,3, 2, Townhouse,1979, Public Utilities,86.77,18119.0,1456560.0
2677,"555 Byron St APT 307, Palo Alto, CA 94301",Palo Alto,94301,CA,2,995000,COMPASS,5008.0,1374962,https://www.zillow.com/homedetails/555-Byron-St-APT-307-Palo-Alto-CA-94301/19494630_zpid/,1354.0,2, 4, Condo,1997, Public Utilities,86.77,9851.0,753527.0
2680,"3289 Berryessa St APT 3, Palo Alto, CA 94303",Palo Alto,94303,CA,3,1599000,COMPASS,397.0,1844429,https://www.zillow.com/homedetails/3289-Berryessa-St-APT-3-Palo-Alto-CA-94303/116157111_zpid/,1456.0,2, 2, Townhouse,2011, Public Utilities,93.97,15829.0,1263748.0
2681,"3550 Carter Dr APT 60, South San Francisco, CA 94080",South San Francisco,94080,CA,3,860000,PRIME,533.0,880048,https://www.zillow.com/homedetails/3550-Carter-Dr-APT-60-South-San-Francisco-CA-94080/15620761_zpid/,1523.0,3, 0, Condo,1979," Individual Electric Meters, Individual Gas Meters",88.04,5570.0,525814.0
2682,"1 Mandalay Pl UNIT 805, South San Francisco, CA 94080",South San Francisco,94080,CA,1,769000,COLDWELL BANKER,507.0,778976,https://www.zillow.com/homedetails/1-Mandalay-Pl-UNIT-805-South-San-Francisco-CA-94080/64593957_zpid/,810.0,1, 0, Condo,2004, Public Utilities,93.64,9880.0,783360.0
2684,"1 Mandalay Pl UNIT 1806, South San Francisco, CA 94080",South San Francisco,94080,CA,2,980000,REALTY WORLD,577.0,962560,https://www.zillow.com/homedetails/1-Mandalay-Pl-UNIT-1806-South-San-Francisco-CA-94080/64918351_zpid/,1548.0,2, 0, Condo,2004,Unknown,93.64,11484.0,925723.0
2688,"7222 Shannon Park Ct, South San Francisco, CA 94080",South San Francisco,94080,CA,4,1313461,PRIME,253.0,1313461,https://www.zillow.com/homedetails/7222-Shannon-Park-Ct-South-San-Francisco-CA-94080/58660952_zpid/,1920.0,2, 0, Single Family,2003,Unknown,92.04,12274.0,1038626.0
2692,"1 Appian Way UNIT 7047, South San Francisco, CA 94080",South San Francisco,94080,CA,3,688747,COLDWELL BANKER,560.0,688747,https://www.zillow.com/homedetails/1-Appian-Way-UNIT-704-7-South-San-Francisco-CA-94080/15620582_zpid/,499.0,1, 0, Condo,1979,Unknown,82.44,1766.0,161608.0
2693,"2815 Shannon Dr, South San Francisco, CA 94080",South San Francisco,94080,CA,4,1192070,REALTY WORLD,793.0,1192070,https://www.zillow.com/homedetails/2815-Shannon-Dr-South-San-Francisco-CA-94080/15605515_zpid/,1500.0,2, 0, Single Family,1963,Unknown,87.41,5353.0,460940.0
2697,"1983 Cardiff Dr, Pittsburg, CA 94565",Pittsburg,94565,CA,3,410000,COMPASS,137.0,424609,https://www.zillow.com/homedetails/1983-Cardiff-Dr-Pittsburg-CA-94565/18315544_zpid/,1143.0,2, 2, Single Family,1985,Unknown,76.37,2521.0,157647.0
2702,"681 Azores Cir, Bay Point, CA 94565",Bay Point,94565,CA,4,506489,AUCTION.COM,330.0,506489,https://www.zillow.com/homedetails/681-Azores-Cir-Bay-Point-CA-94565/18337971_zpid/,1557.0,3, 0, Single Family,1986,Unknown,76.32,5041.0,388934.0
2717,"20488 Stevens Creek Blvd APT 1604, Cupertino, CA 95014",Cupertino,95014,CA,2,1288000,SILICON VALLEY HEIGHTS,550.0,1289487,https://www.zillow.com/homedetails/20488-Stevens-Creek-Blvd-APT-1604-Cupertino-CA-95014/64848754_zpid/,1261.0,2, 0, Condo,2003, Public Utilities,94.19,9971.0,759476.0
2718,"10745 N De Anza Blvd UNIT 217, Cupertino, CA 95014",Cupertino,95014,CA,2,1160000,SHELLWOOD INVESTMENT,49.0,1143756,https://www.zillow.com/homedetails/10745-N-De-Anza-Blvd-UNIT-217-Cupertino-CA-95014/89475158_zpid/,1272.0,2, 0, Condo,2008, Individual Electric Meters,71.79,8594.0,642210.0
2721,"20729 Celeste Cir, Cupertino, CA 95014",Cupertino,95014,CA,1,748000,KW BAY AREA ESTATES,316.0,740520,https://www.zillow.com/homedetails/20729-Celeste-Cir-Cupertino-CA-95014/19627460_zpid/,871.0,1, 1, Condo,1984, Other,93.39,5513.0,419198.0
2722,"20488 Stevens Creek Blvd APT 1708, Cupertino, CA 95014",Cupertino,95014,CA,1,899000,LEXICON HOMES,460.0,895863,https://www.zillow.com/homedetails/20488-Stevens-Creek-Blvd-APT-1708-Cupertino-CA-95014/64607282_zpid/,850.0,1, 1, Condo,2003, Individual Electric Meters,74.19,11398.0,888000.0
2725,"20749 Celeste Cir, Cupertino, CA 95014",Cupertino,95014,CA,2,1098000,COLDWELL BANKER,351.0,1118909,https://www.zillow.com/homedetails/20749-Celeste-Cir-Cupertino-CA-95014/19627390_zpid/,1206.0,2, 1, Condo,1984, Public Utilities,89.39,5532.0,388380.0
2727,"20748 Celeste Cir, Cupertino, CA 95014",Cupertino,95014,CA,2,1030000,COLDWELL BANKER,360.0,1046046,https://www.zillow.com/homedetails/20748-Celeste-Cir-Cupertino-CA-95014/19627393_zpid/,1199.0,2, 1, Condo,1984, Public Utilities,89.39,10988.0,853128.0
2738,"114 Cherry St, Petaluma, CA 94952",Petaluma,94952,CA,2,452000,VANGUARD PROPERTIES,445.0,452003,https://www.zillow.com/homedetails/114-Cherry-St-Petaluma-CA-94952/83156489_zpid/,947.0,1, 1, Condo,1976,Unknown,86.6,4094.0,366116.0
2742,"526 Jade St, Petaluma, CA 94952",Petaluma,94952,CA,2,755000,REDFIN,332.0,755006,https://www.zillow.com/homedetails/526-Jade-St-Petaluma-CA-94952/125111602_zpid/,1907.0,3, 2, Condo,2017,Unknown,92.2,8566.0,641449.0
2744,"220 Metz Ln, Petaluma, CA 94952",Petaluma,94952,CA,4,1998000,COLDWELL BANKER,300.0,2021624,https://www.zillow.com/homedetails/220-Metz-Ln-Petaluma-CA-94952/15793668_zpid/,5751.0,5, 7, Single Family,1988,Unknown,94.6,15898.0,1421602.0
2760,"100 Thorndale Dr APT 352, San Rafael, CA 94903",San Rafael,94903,CA,1,95000,COLDWELL BANKER,3600.0,93714,https://www.zillow.com/homedetails/100-Thorndale-Dr-APT-352-San-Rafael-CA-94903/19299895_zpid/,660.0,1, 2, Condo,1985,Unknown,94.83,2955.0,115818.0
2764,"123 Sylvia Way, San Rafael, CA 94903",San Rafael,94903,CA,3,710000,COLDWELL BANKER,378.0,711053,https://www.zillow.com/homedetails/123-Sylvia-Way-San-Rafael-CA-94903/19299462_zpid/,1516.0,3, 0, Condo,1973,Unknown,94.03,5316.0,306266.0
2765,"66 Roundtree Blvd, San Rafael, CA 94903",San Rafael,94903,CA,2,499900,GOLDEN GATE SOTHEBY'S,475.0,497552,https://www.zillow.com/homedetails/66-Roundtree-Blvd-San-Rafael-CA-94903/19295205_zpid/,949.0,2, 0, Condo,1970,Unknown,94.83,6162.0,339354.0
2766,"160 Professional Center Pkwy, San Rafael, CA 94903",San Rafael,94903,CA,3,765000,CORCORAN GLOBAL LIVING,500.0,761407,https://www.zillow.com/homedetails/160-Professional-Center-Pkwy-San-Rafael-CA-94903/19289204_zpid/,2021.0,3, 2, Condo,1980,Unknown,94.83,7918.0,594000.0
2775,"66 Oakcrest Dr, San Rafael, CA 94903",San Rafael,94903,CA,4,995000,GOLDEN GATE SOTHEBY'S,510.0,984290,https://www.zillow.com/homedetails/66-Oakcrest-Dr-San-Rafael-CA-94903/19304026_zpid/,2104.0,3, 2, Condo,1987,Unknown,86.03,4598.0,303182.0
2776,"148 La Perdiz Ct, San Rafael, CA 94903",San Rafael,94903,CA,3,998000,HOMECOIN.COM,705.0,986723,https://www.zillow.com/homedetails/148-La-Perdiz-Ct-San-Rafael-CA-94903/19299354_zpid/,2143.0,3, 2, Single Family,1977,Unknown,85.23,4318.0,283041.0
2779,"67 Schmidt Ln, San Rafael, CA 94903",San Rafael,94903,CA,3,647000,REX REAL ESTATE EXCHANGE,510.0,658038,https://www.zillow.com/homedetails/67-Schmidt-Ln-San-Rafael-CA-94903/19303945_zpid/,1270.0,2, 2, Condo,1974,Unknown,90.03,5350.0,363716.0
2782,"6 Live Oak Way, San Rafael, CA 94901",San Rafael,94901,CA,4,2890000,VANGUARD PROPERTIES,250.0,2761926,https://www.zillow.com/homedetails/6-Live-Oak-Way-San-Rafael-CA-94901/95716825_zpid/,3855.0,5, 6, Single Family,2019,Unknown,87.41,21709.0,2654542.0
2783,"523 San Pedro Cv, San Rafael, CA 94901",San Rafael,94901,CA,4,2250000,"MARIN 1 REAL ESTATE, INC",330.0,2152173,https://www.zillow.com/homedetails/523-San-Pedro-Cv-San-Rafael-CA-94901/19248724_zpid/,3275.0,3, 2, Single Family,1998,Unknown,82.27,16235.0,1259206.0
2784,"98 Surrey Ln, San Rafael, CA 94903",San Rafael,94903,CA,2,538000,COLDWELL BANKER,577.0,538134,https://www.zillow.com/homedetails/98-Surrey-Ln-San-Rafael-CA-94903/19299758_zpid/,984.0,2, 0, Condo,1963,Unknown,94.03,7204.0,486205.0
2786,"1219 Grand Ave APT 4, San Rafael, CA 94901",San Rafael,94901,CA,1,399000,COLDWELL BANKER,425.0,391483,https://www.zillow.com/homedetails/1219-Grand-Ave-APT-4-San-Rafael-CA-94901/19247180_zpid/,672.0,1, 0, Condo,1961,Unknown,95.83,6401.0,413868.0
2787,"20 Dockside Cir, San Rafael, CA 94903",San Rafael,94903,CA,2,510000,VANGUARD PROPERTIES,375.0,510127,https://www.zillow.com/homedetails/20-Dockside-Cir-San-Rafael-CA-94903/19289128_zpid/,987.0,1, 1, Condo,1984,Unknown,94.83,7434.0,486200.0
2788,"400 Deer Valley Rd APT 5E, San Rafael, CA 94903",San Rafael,94903,CA,2,809000,SMITH RANCH MARKETING ASSOC.,3387.0,809202,https://www.zillow.com/homedetails/400-Deer-Valley-Rd-APT-5E-San-Rafael-CA-94903/19289373_zpid/,1263.0,2, 0, Condo,1990,Unknown,94.83,4580.0,306522.0
2789,"100 Thorndale Dr APT 206, San Rafael, CA 94903",San Rafael,94903,CA,1,183350,CHOICE REALTY,3661.0,339112,https://www.zillow.com/homedetails/100-Thorndale-Dr-APT-206-San-Rafael-CA-94903/19299855_zpid/,660.0,1, 2, Condo,1985,Unknown,94.83,4022.0,235000.0
2790,"100 Thorndale Dr APT 146, San Rafael, CA 94903",San Rafael,94903,CA,1,199000,THE MADISON COMPANY,3661.0,194798,https://www.zillow.com/homedetails/100-Thorndale-Dr-APT-146-San-Rafael-CA-94903/19299785_zpid/,660.0,1, 2, Condo,1985,Unknown,94.83,3212.0,189426.0
2792,"100 Thorndale Dr APT 245, San Rafael, CA 94903",San Rafael,94903,CA,1,149000,COLDWELL BANKER,3605.0,149037,https://www.zillow.com/homedetails/100-Thorndale-Dr-APT-245-San-Rafael-CA-94903/19299876_zpid/,660.0,1, 2, Condo,1985,Unknown,94.83,3835.0,235000.0
2793,"200 Deer Valley Rd APT 1D, San Rafael, CA 94903",San Rafael,94903,CA,2,1750000,SMITH RANCH MARKETING ASSOC.,4633.0,1734194,https://www.zillow.com/homedetails/200-Deer-Valley-Rd-APT-1D-San-Rafael-CA-94903/19289379_zpid/,2636.0,4, 1, Condo,1990,Unknown,94.83,12366.0,951447.0
2794,"100 Deer Valley Rd APT 3F, San Rafael, CA 94903",San Rafael,94903,CA,1,585000,SMITH RANCH MARKETING ASSOC.,3102.0,585042,https://www.zillow.com/homedetails/100-Deer-Valley-Rd-APT-3F-San-Rafael-CA-94903/19289461_zpid/,948.0,2, 1, Condo,1990,Unknown,95.63,6612.0,572000.0
2795,"400 Deer Valley Rd APT 3A, San Rafael, CA 94903",San Rafael,94903,CA,2,780000,GOLDEN GATE SOTHEBY'S,2544.0,776337,https://www.zillow.com/homedetails/400-Deer-Valley-Rd-APT-3A-San-Rafael-CA-94903/19289345_zpid/,1285.0,2, 0, Condo,1991,Unknown,94.83,7860.0,583996.0
2796,"600 Deer Valley Rd APT 1G, San Rafael, CA 94903",San Rafael,94903,CA,1,619000,SMITH RANCH MARKETING ASSOC.,3133.0,611428,https://www.zillow.com/homedetails/600-Deer-Valley-Rd-APT-1G-San-Rafael-CA-94903/19289523_zpid/,983.0,2, 1, Condo,1990,Unknown,94.83,8550.0,595330.0
2797,"100 Deer Valley Rd APT 1N, San Rafael, CA 94903",San Rafael,94903,CA,2,525000,GOLDEN GATE SOTHEBY'S,2959.0,520710,https://www.zillow.com/homedetails/100-Deer-Valley-Rd-APT-1N-San-Rafael-CA-94903/19289425_zpid/,948.0,2, 1, Condo,1991,Unknown,94.83,6728.0,482425.0
2798,"104 Albion Ct, Novato, CA 94947",Novato,94947,CA,2,495000,COLDWELL BANKER,440.0,493199,https://www.zillow.com/homedetails/104-Albion-Ct-Novato-CA-94947/19287900_zpid/,1386.0,2, 0, Condo,1976,Unknown,94.31,2343.0,102768.0
2801,"412 Wood Hollow Dr, Novato, CA 94945",Novato,94945,CA,4,1224900,COMPASS,34.0,1212079,https://www.zillow.com/homedetails/412-Wood-Hollow-Dr-Novato-CA-94945/19278691_zpid/,2644.0,3, 3, Single Family,1989,Unknown,83.43,13369.0,1069980.0
2802,"207 Indian Way, Novato, CA 94949",Novato,94949,CA,3,690000,GOLDEN GATE SOTHEBY'S,550.0,692084,https://www.zillow.com/homedetails/207-Indian-Way-Novato-CA-94949/19286061_zpid/,1582.0,2, 1, Condo,1974,Unknown,93.47,8719.0,665690.0
2804,"116 Seagull Row, Novato, CA 94945",Novato,94945,CA,1,350000,CORCORAN GLOBAL LIVING,490.0,355763,https://www.zillow.com/homedetails/116-Seagull-Row-Novato-CA-94945/19281641_zpid/,624.0,1, 0, Condo,1989,Unknown,93.03,4576.0,307697.0
2809,"241 Marin Valley Dr, Novato, CA 94949",Novato,94949,CA,2,419900,RE/MAX,355.0,427148,https://www.zillow.com/homedetails/241-Marin-Valley-Dr-Novato-CA-94949/19289093_zpid/,1188.0,2, 0, Condo,1978,Unknown,95.87,3416.0,199857.0
2810,"129 Pinheiro Cir, Novato, CA 94945",Novato,94945,CA,4,1220000,COMPASS,80.0,1323927,https://www.zillow.com/homedetails/129-Pinheiro-Cir-Novato-CA-94945/79546702_zpid/,3474.0,3, 2, Single Family,2006,Unknown,74.63,16101.0,1300000.0
2815,"12 Dorothy Way, Novato, CA 94945",Novato,94945,CA,3,1239000,COLDWELL BANKER,20.0,1241557,https://www.zillow.com/homedetails/12-Dorothy-Way-Novato-CA-94945/54051186_zpid/,1955.0,2, 2, Single Family,2001,Unknown,77.03,11735.0,925956.0
2816,"115 Cheda Ln, Novato, CA 94947",Novato,94947,CA,2,429000,REALI,420.0,449002,https://www.zillow.com/homedetails/115-Cheda-Ln-Novato-CA-94947/19287011_zpid/,903.0,1, 1, Condo,1977, Public Utilities,94.31,3186.0,187019.0
2818,"875 Tamalpais Ave APT 4, Novato, CA 94947",Novato,94947,CA,3,539000,J ROCKCLIFF REALTORS,610.0,539617,https://www.zillow.com/homedetails/875-Tamalpais-Ave-APT-4-Novato-CA-94947/19281701_zpid/,1399.0,2, 1, Condo,1991,Unknown,93.51,8012.0,600000.0
2819,"712 Samoa Ln, Novato, CA 94947",Novato,94947,CA,3,529999,COLDWELL BANKER,429.0,530357,https://www.zillow.com/homedetails/712-Samoa-Ln-Novato-CA-94947/19287558_zpid/,1323.0,2, 2, Condo,1973,Unknown,95.11,6216.0,447580.0
2821,"1430 Elm Dr, Novato, CA 94945",Novato,94945,CA,3,598000,KELLER WILLIAMS,420.0,533645,https://www.zillow.com/homedetails/1430-Elm-Dr-Novato-CA-94945/19282667_zpid/,1360.0,2, 0, Condo,1976,Unknown,71.43,5441.0,378311.0
2823,"8 Elegant Tern Rd, Novato, CA 94949",Novato,94949,CA,3,720000,GOLDEN GATE SOTHEBY'S,400.0,721610,https://www.zillow.com/homedetails/8-Elegant-Tern-Rd-Novato-CA-94949/19292444_zpid/,1954.0,3, 2, Condo,1979,Unknown,94.27,6646.0,497516.0
2827,"42 Ranch Dr, Novato, CA 94945",Novato,94945,CA,5,1159000,J ROCKCLIFF REALTORS,80.0,1140993,https://www.zillow.com/homedetails/42-Ranch-Dr-Novato-CA-94945/61243350_zpid/,3417.0,3, 2, Single Family,2005,Unknown,86.63,13857.0,1200000.0
2829,"303 Capetown Ct, Novato, CA 94947",Novato,94947,CA,3,509000,COLDWELL BANKER,429.0,509004,https://www.zillow.com/homedetails/303-Capetown-Ct-Novato-CA-94947/19287491_zpid/,1344.0,2, 0, Condo,1973,Unknown,92.71,5757.0,413696.0
2832,"522 Entrada Dr APT 103, Novato, CA 94949",Novato,94949,CA,2,416513,THE MADISON COMPANY,420.0,417477,https://www.zillow.com/homedetails/522-Entrada-Dr-APT-103-Novato-CA-94949/63039441_zpid/,1113.0,1, 0, Condo,2004,Unknown,95.87,5045.0,352409.0
2834,"2484 Deer Valley Ln, Walnut Creek, CA 94598",Walnut Creek,94598,CA,4,1824000,DUDUM REAL ESTATE GROUP,83.0,1829344,https://www.zillow.com/homedetails/2484-Deer-Valley-Ln-Walnut-Creek-CA-94598/18379322_zpid/,4507.0,3, 2, Single Family,1984,Unknown,87.41,8870.0,724351.0
2835,"1659 Siskiyou Dr, Walnut Creek, CA 94598",Walnut Creek,94598,CA,4,849000,COMPASS,341.0,849007,https://www.zillow.com/homedetails/1659-Siskiyou-Dr-Walnut-Creek-CA-94598/18382607_zpid/,1915.0,3, 2, Townhouse,1973,Unknown,88.17,4112.0,306590.0
2836,"1877 Holland Dr, Walnut Creek, CA 94597",Walnut Creek,94597,CA,3,650000,BETTER HOMES,430.0,650286,https://www.zillow.com/homedetails/1877-Holland-Dr-Walnut-Creek-CA-94597/18405512_zpid/,1394.0,2, 2, Townhouse,1971,Unknown,93.17,7631.0,611000.0
2840,"1656 Oakland Blvd, Walnut Creek, CA 94596",Walnut Creek,94596,CA,2,925000,KELLER WILLIAMS,250.0,913634,https://www.zillow.com/homedetails/1656-Oakland-Blvd-Walnut-Creek-CA-94596/119676132_zpid/,1398.0,3, 1, Single Family,2012,Unknown,93.33,8990.0,730555.0
2841,"1860 Tice Creek Dr APT 1149, Walnut Creek, CA 94595",Walnut Creek,94595,CA,2,365000,ROSSMOOR REALTY / J.H. RUSSELL,2366.0,369508,https://www.zillow.com/homedetails/1860-Tice-Creek-Dr-APT-1149-Walnut-Creek-CA-94595/18424960_zpid/,860.0,2, 1, Condo,1990,Unknown,94.74,4585.0,330014.0
2842,"1479 Quail View Cir, Walnut Creek, CA 94597",Walnut Creek,94597,CA,3,975000,DUDUM REAL ESTATE GROUP,370.0,946954,https://www.zillow.com/homedetails/1479-Quail-View-Cir-Walnut-Creek-CA-94597/18412497_zpid/,2387.0,3, 2, Townhouse,1984,Unknown,86.77,8746.0,708500.0
2844,"1193 Honey Trl, Walnut Creek, CA 94597",Walnut Creek,94597,CA,1,375000,COLDWELL BANKER,225.0,381348,https://www.zillow.com/homedetails/1193-Honey-Trl-Walnut-Creek-CA-94597/18388010_zpid/,708.0,1, 0, Condo,1979,Unknown,93.97,2265.0,114125.0
2845,"572 Matterhorn Dr, Walnut Creek, CA 94598",Walnut Creek,94598,CA,3,1000000,WINDERMERE BAY AREA PROPERTIES,464.0,1000152,https://www.zillow.com/homedetails/572-Matterhorn-Dr-Walnut-Creek-CA-94598/18383037_zpid/,2080.0,3, 2, Single Family,1980,Unknown,85.77,10671.0,885807.0
2847,"147 Vista Hermosa, Walnut Creek, CA 94597",Walnut Creek,94597,CA,2,649000,COMPASS,428.0,649004,https://www.zillow.com/homedetails/147-Vista-Hermosa-Walnut-Creek-CA-94597/18413009_zpid/,1405.0,3, 2, Townhouse,1990,Unknown,81.97,4377.0,303966.0
